標題,內文,連結
台灣俚諺語新解—內深外淺／內行看布底，外行選人買／內神通外鬼,本文擷自《台灣俚諺語-新解》（潘榮禮編著，前衛出版社）,https://www.peoplemedia.tw/news/cde45904-db2f-45c7-ae99-66c2a28374b1
【台語世界／錄音】台灣罔飼ê鎖鏈,兩性平權ê觀念隨著教育普及，查某人意識提升，女性權tī台灣mā ta̍uh-ta̍uh-á發展出正面ê影響。台灣性別平等教育法，自1988年起鼓。按研議、立法到落實tī教育，30冬來有bē-bái ê成績。根據行政院主計總處ê資料，台灣2017年性別無平等指數（Gender Inequality Index）是0.056。全世界排第8名，亞洲排第1名。若是kap經濟合作暨發展組織（OECD）發展程度較懸ê國家來比，mā贏過芬蘭、冰島kap德國。會當講台灣性別平等ê跤步tī國際行kài緊。,https://www.peoplemedia.tw/news/8d02a8c6-4384-47dd-b3f1-cd83d4c38dbc
【台語世界／錄音】台灣罔飼ê鎖鏈,M̄-koh台灣受傳統文化影響，重男輕女ê觀念釘根真深。社會女權意識kap性別無平等ê問題猶原存在。早期農業社會生產ài靠勞力，需要較chē跤手tàu作穡。長期佇這款生查埔較有幫贊ê價值觀影響下，查某是食了米niā-niā，無chi̍t-sut-á價值，形成歧視女性ê文化。彼ê年代算命仙講：「男命無假，女命無真。」意思是teh講查某好命--ê無幾ê。這款無hông看重ê出世，無命--lah！若有，mā是臭賤ê菜籽仔命。Saⁿ對比，「死查埔，死一房；死查某，死一人。」真正天差leh地。,https://www.peoplemedia.tw/news/8d02a8c6-4384-47dd-b3f1-cd83d4c38dbc
【台語世界／錄音】台灣罔飼ê鎖鏈,台灣性別無平等按俗諺就看現現，親像生囝。「查埔囝得田園，查某囝得嫁妝。」查某囝是bē-sái分財產。Koh有，「嫁查某囝，較慘著賊偷。」意思teh講，生查某囝是了錢貨。假使男女條件仝款，定著共查埔講做正面--ê。就像「斷掌查埔做相公，斷掌查某守空房。」「闊嘴查埔吃四方，闊嘴查某吃嫁妝。」Koh較hàm --ê講「十个查某九个hiâu。」這款標頭根本是共查某拍落永不能翻身ê業相。莫怪koh一句俗諺講：「摸著乞食lān，也歡喜；生著奶奶chi，也受氣。」,https://www.peoplemedia.tw/news/8d02a8c6-4384-47dd-b3f1-cd83d4c38dbc
【台語世界／錄音】台灣罔飼ê鎖鏈,極頭無平等ê兩性權，查某囡仔出世就無hông歡迎kap祝福。這款長期世俗ê鎖枷，致使女性受著無公平對待kap犧牲。按咱台灣號名ê文化，「M̄纏」、「罔飼」、「罔育」，就會當看出台灣女性無ta-ôa ê心聲kap悲哀。,https://www.peoplemedia.tw/news/8d02a8c6-4384-47dd-b3f1-cd83d4c38dbc
【台語世界／錄音】台灣罔飼ê鎖鏈,在來，女性一直是男性權力做主體ê被壓迫者。和諧ê社會需要--ê是愛ê人權，m̄是靠thún踏弱勢得著控制ê權力。Só͘-pái，無合時ê世俗傳統kap束縛攏愛篩掉。台灣兩性性別平等才有法度創造攏總贏ê局面。,https://www.peoplemedia.tw/news/8d02a8c6-4384-47dd-b3f1-cd83d4c38dbc
【台語世界／錄音】台灣罔飼ê鎖鏈,台灣字(白話字)版,https://www.peoplemedia.tw/news/8d02a8c6-4384-47dd-b3f1-cd83d4c38dbc
【台語世界／錄音】台灣罔飼ê鎖鏈,"Tâi-oân Bóng-chhī ê Só-liān     
Bûn, Lo̍k-im/ Tân Lī-bûn",https://www.peoplemedia.tw/news/8d02a8c6-4384-47dd-b3f1-cd83d4c38dbc
【台語世界／錄音】台灣罔飼ê鎖鏈,"Lióng-sèng pêng-khoân ê koan-liām sûi-tio̍h kàu-io̍k phó͘-ki̍p, châ-bó͘-lâng ì-sek thê-seng, lú-sèng-khoân tī Tâi-oân mā ta̍uh-ta̍uh-á hoat-tián chhut chiàⁿ-bīn ê éng-hióng. Tâi-oân sèng-pia̍t pêng-téng kàu-io̍k-hoat, chū 1988 nî khí-kó͘. Àn gián-gī, li̍p-hoat kàu lo̍k-si̍t tī kàu-io̍k, 30 tang lâi ū bē-bái ê sêng-chek. Kin-kì Hêng-chèng-īⁿ Chú-kè Chóng-chhù ê chu-liāu, Tâi-oân 2017 nî sèng-pia̍t bô pêng-téng chí-sò͘(Gender Inequality Index) sī 0.056. Choân sè-kài pâi tē 8 miâ, A-chiu pâi tē 1 miâ. Nā-sī kap Keng-chè Ha̍p-chok Kì Hoat-tián Cho͘-chit(OECD) hoat-tián thêng-tō͘ khah koân ê kok-ka lâi pí, mā iâⁿ kòe Hun-lân, Peng-tó kap Tek-kok. Ē-tàng kóng Tâi-oân sèng-pia̍t pêng-téng ê kha-pō͘ tī kok-chè kiâⁿ kài kín.",https://www.peoplemedia.tw/news/8d02a8c6-4384-47dd-b3f1-cd83d4c38dbc
【台語世界／錄音】台灣罔飼ê鎖鏈,"M̄-koh Tâi-oân siū thoân-thóng bûn-hòa éng-hióng, tiōng-lâm khin-lú ê koan-liām tèng-kin chin chhim. Siā-hōe lú-khoân ì-sek kap sèng-pia̍t bô pêng-téng ê būn-tê iû-goân chûn-chāi. Chá-kî lông-gia̍p siā-hōe seng-sán ài khò lô-le̍k, su-iàu khah-chē kha-chhiú tàu choh-sit. Tn̂g-kî tī chit khoán seⁿ châ-po͘ khah ū pang-chān ê kè-ta̍t-koan éng-hióng hā, châ-bó͘ sī chia̍h-liáu-bí niā-niā, bô chi̍t-sut-á kè-ta̍t, hêng-sêng kî-sī lú-sèng ê bûn-hòa. Hit ê nî-tāi sǹg-miā-sian kóng, “Lâm-miā bô ké, lú-miā bô chin.” Ì-sù sī teh kóng châ-bó͘ hó-miā--ê bô kúi ê. Chit khoán bô hông khòaⁿ-tiōng ê chhut-sì, bô miā--lah! Nā ū, mā sī chhàu-chiān ê chhài-chí-á miā. Saⁿ tùi-pí, “Sí châ-po͘, sí chi̍t-pâng; sí châ-bó͘, sí chi̍t-lâng.” Chin-chiàⁿ thiⁿ chha leh tē.",https://www.peoplemedia.tw/news/8d02a8c6-4384-47dd-b3f1-cd83d4c38dbc
【台語世界／錄音】台灣罔飼ê鎖鏈,"Tâi-oân sèng-pia̍t bô pêng-téng àn sio̍k-gān tō khòaⁿ-hiān-hiān, chhin-chhiūⁿ seⁿ-kiáⁿ. “Châ-po͘-kiáⁿ tit chhân-hn̂g, châ-bó͘-kiáⁿ tit kè-chng.” Châ-bó͘-kiáⁿ sī bē-sái pun châi-sán. Koh ū, “Kè châ-bó͘-kiáⁿ, khah-su tio̍h chha̍t-thau.” Ì-sù teh kóng, seⁿ châ-bó͘-kiáⁿ sī liáu-chîⁿ-hòe. Ká-sú lâm-lú tiâu-kiāⁿ kâng-khóaⁿ, tiāⁿ-tio̍h kā châ-po͘ kóng-chò chiàⁿ-bīn--ê. Tō chhiūⁿ “Tn̄g-chiúⁿ châ-po͘ chò siòng-kong, tn̄g-chiúⁿ châ-bó͘ chiú khang-pâng.” “Khoah-chhùi châ-po͘ chia̍h sù-hong, khoah-chhùi châ-bó͘ chia̍h kè-chng.” Koh-khah hàm--ê kóng, “Cha̍p ê châ-bó͘ káu ê hiâu.” Chit khóaⁿ phiau-thâu kin-pún sī kā châ-bó͘ phah-lo̍h éng put-lêng hoan-sin ê gia̍p-siòng. Bo̍k-koài koh chi̍t kù sio̍k-gān kóng, “Bong-tio̍h khit-chia̍h-lān, iā hoaⁿ-hí, seⁿ-tio̍h nái-nái-chi, iā siū-khì.”",https://www.peoplemedia.tw/news/8d02a8c6-4384-47dd-b3f1-cd83d4c38dbc
【台語世界／錄音】台灣罔飼ê鎖鏈,"Ke̍k-thâu bô pêng-téng ê lióng-sèng-khoân, châ-bó͘-gín-á chhut-sì tō bô hông hoan-gêng kap chiok-hok. Chit khóaⁿ tn̂g-kî sè-sio̍k ê só-kê, tì-sú lú-sèng siū-tio̍h bô kong-pêⁿ ê tùi-thāi kap hi-seng. Àn lán Tâi-oân hō-miâ ê bûn-hòa, “M̄-tîⁿ”, “Bóng-chhī”, “Bóng-io”, tō ē-tàng khòaⁿ-chhut Tâi-oân lú-sèng bô-ta-ôa ê sim-siaⁿ kap pi-ai.",https://www.peoplemedia.tw/news/8d02a8c6-4384-47dd-b3f1-cd83d4c38dbc
【台語世界／錄音】台灣罔飼ê鎖鏈,"Chāi-lâi, lú-sèng it-ti̍t sī lâm-sèng khoân-le̍k chò chú-thé ê pī ap-pek-chiá. Hô-hâi ê siā-hōe su-iàu--ê sī ài ê jîn-khoân, m̄-sī khò thún-tah jio̍k-sè tit-tio̍h khòng-chè ê khoân-le̍k. Só͘-pái, bô ha̍h-sî ê sè-sio̍k thoân-thóng kap sok-pa̍k lóng ài thai-tiāu. Tâi-oân lióng-sèng sèng-pia̍t pêng-téng chiah ū hoat-tō͘ chhòng-chō lóng-chóng iâⁿ ê kio̍k-bīn.",https://www.peoplemedia.tw/news/8d02a8c6-4384-47dd-b3f1-cd83d4c38dbc
【台語世界／錄音】台灣罔飼ê鎖鏈,讀hōo你聽：,https://www.peoplemedia.tw/news/8d02a8c6-4384-47dd-b3f1-cd83d4c38dbc
【台語世界／錄音】秘密語言,台灣ê語言實在豐富koh多元，除了各族群ê語言、地方ê腔口差、無仝來源語言，凡勢koh有真chē咱lóng m̄-bat聽過ê語言，有時仔mā無一定聽有，真正是beh學學袂了。照理，咱ê環境多元，人ê思想kah語言能力mā ài多元chiah tio̍h，講tio̍h 這to̍h厭氣！,https://www.peoplemedia.tw/news/cec2d1e1-dc40-48bf-b860-4c607b7e383c
【台語世界／錄音】秘密語言,高雄杉林區，伊gia̍p tī玉山山脈kap阿里山山脈中間，楠仔仙溪ê中段山坡地，清國初期號做南仔仙。杉林是以主要ê部落「山杉林」來號名，bat設支廳。到大正9年（1920）改做杉林，設庄役場koh hām其他合併做杉林庄，1945年戰後koh改做杉林村。,https://www.peoplemedia.tw/news/cec2d1e1-dc40-48bf-b860-4c607b7e383c
【台語世界／錄音】秘密語言,Tī荷蘭時期（1648-1655）bat記錄枋仔人（Pangalangh社）kap下三社魯凱族萬打龍社（Tamataloes社）ê活動領域。平埔族原住民大武壠族tī 2009年ê八八風災後，sóa去杉林ê小林、小愛村，甲仙ê五里埔。Tī in中間目前koh流傳一款叫芎蕉pê仔話ê秘密語言。譬喻「我」這个單音會變góa-sóa，本字後壁韻母加s，全部結kui-kiû，in hia講像弓蕉一pé一pé重疊做伙ê意思，所以chiah-ē講弓蕉pê仔話。若外圍來ê人會雄雄sa無in ê話，mā像in獨一無二ê秘密話。像若beh講「彼个人chiok gâu！」會變做「hit-sit ê-sê lâng-sâng chiok-siok gâu-sâu」。目前甲仙阿里關大武壠族82歲ê劉阿媽講，弓蕉pê仔話強欲失傳，ǹg-bāng會當復振大武壠族ê文化。,https://www.peoplemedia.tw/news/cec2d1e1-dc40-48bf-b860-4c607b7e383c
【台語世界／錄音】秘密語言,其實tī台灣各行各業lóng有屬於in家己ê語言，mā會當講是in-ê行話。像討海人有點魚仔歌、賣厝牽猴仔--ê、土水--ê、做sit人、到khiā專櫃ê小姐lóng有in ê秘密語言。阮同學是khāi專櫃ê小姐，tī 17、8歲仔伊tō教我in專櫃ê行話有二款，li-li話kap liông-chôa (龍蛇)話，特色kap弓蕉pê仔話仝款tō是無愛hông聽有in ê秘密koh khah chē是leh剾洗漚客ê行為。,https://www.peoplemedia.tw/news/cec2d1e1-dc40-48bf-b860-4c607b7e383c
【台語世界／錄音】秘密語言,比喻講「彼對母仔囝chiok凍霜」in會講 “hit-li tùi-li bú-li á-li kiáⁿ-li chiok-li tàng-li sng-li”，to̍h-sī逐字後壁加li這khah簡單。若liông-chôa話to̍h-sī頭一字後壁加liông，一直到最後一字加chôa。照頂面彼句會變做 “hit-liông tùi-liông bú-liông á-liông kiáⁿ-liông chiok-liông tàng-liông sng-chôa”。,https://www.peoplemedia.tw/news/cec2d1e1-dc40-48bf-b860-4c607b7e383c
【台語世界／錄音】秘密語言,我上chia̍p用ê是li-li話，隨時套用koh簡單kàu-taⁿ iáu-koh chiok熟。Chóng--sī過去ê台灣人無gōng，語言能力ê刺激是關鍵，tī大腦chhoân一个倉庫khǹg，一世人lóng無可能kā袂記，m̄-koh現況實在hō͘人煩惱台灣人ê特色拍無去ah，無語言tō無文化逐个愛三思！,https://www.peoplemedia.tw/news/cec2d1e1-dc40-48bf-b860-4c607b7e383c
【台語世界／錄音】秘密語言,台灣字（白話字）版,https://www.peoplemedia.tw/news/cec2d1e1-dc40-48bf-b860-4c607b7e383c
【台語世界／錄音】秘密語言,Pì-bi̍t gí-giân,https://www.peoplemedia.tw/news/cec2d1e1-dc40-48bf-b860-4c607b7e383c
【台語世界／錄音】秘密語言,"Tâi-oân ê gí-giân si̍t-chāi hong-hù koh to-goân, tû-liáu kok cho̍k-kûn ê gí-giân, tē-hng ê khiuⁿ-kháu-chha, bô-kâng lâi-goân gí-giân, hoān-sè koh-ū chin-chē lán lóng m̄-bat thiaⁿ-kòe ê gí-giân, ū-sî-á mā bô it-tēng thiaⁿ ū, chin-chiàⁿ sī beh o̍h o̍h bē-liáu. Chiàu-lí, lán ê khoân-kéng to-goân, lâng ê su-sióng kah gí-giân lêng-le̍k mā ài to-goân chiah tio̍h, kóng tio̍h che to̍h iàn-khì!",https://www.peoplemedia.tw/news/cec2d1e1-dc40-48bf-b860-4c607b7e383c
【台語世界／錄音】秘密語言,"Ko-hiông Sam-nâ-khu, i gia̍p tī Gio̍k-san soaⁿ-me̍h kap A-lí-san soaⁿ-me̍h tiong-kan, Lâm-á-sian khe ê tiōng-tōaⁿ soaⁿ-pho-tē, Chheng-kok chho͘-kî hō-chò Lâm-á-sian. Sam-nâ sī í chú-iàu ê pō͘-lo̍k “ Soaⁿ-sam-nâ” lâi hō-miâ, bat siat chi-thiaⁿ. Kàu Tāi-chèng 9 nî (1920) kái-chò Sam-nâ, siat chng-e̍k-só͘ koh hām kî-thaⁿ ha̍p-pèng-chò Sam-nâ-chng, 1945 nî chiàn-āu kohkái-chò Sam-nâ-chhoan.",https://www.peoplemedia.tw/news/cec2d1e1-dc40-48bf-b860-4c607b7e383c
【台語世界／錄音】秘密語言,"Tī Hô-lan sî-kî ( 1648-1655) bat kì-lio̍k Pang-á lâng (Pangalangh siā) kap ē saⁿ-siā Ló͘-khái-cho̍k Bān-ta-lóng siā (Tamataloes siā) ê oa̍h-tāng léng-he̍k. Pêⁿ-po͘-cho̍k goân-chū-bîn Tāi-bú-lóng cho̍k tī 2009 nî ê Pat-pat hong-chai āu, sóa khì Sam-nâ ê Sió-nâ, Sió-ài chhoan, Kah-sian ê Gō͘-lí-po͘. Tī in tiong-kan bo̍k-chiânkoh liû-thoân chi̍t-khoán kiò kin-chio pê-á ōe ê pì-bi̍t gí-giân. Pí-jū “góa” chit-ê toaⁿ-im ē pián “góa-sóa”, pún-jī āu-piah ūn-bó ka s, choân-pō͘ kiat kui-kiû, in hia kóng chhiūⁿ kin-chio chi̍t-pé chi̍t-pé têng-tha̍h chò-hóe ê ì-sù, só͘-í chiah-ē kóng keng-chio pê-á ōe. Nā gōa-ûi lâi ê lâng ē hiông-hiông sa bô in ê ōe, mā chhiūⁿ in to̍k-it-bû-jī ê pì-bi̍tgí-giân. Chhiūⁿ nā-beh kóng “ hit-ê lâng chiok gâu! ” ē piàn-chó “ hit-sit ê-sê lâng-sâng chiok-siok gâu-sâu”. Bo̍k-chiân Kah-sian A-lí-koan Tāi-bú-lóng cho̍k 82 hòe ê Lâu a-má kóng, kin-chio pê-á ōe kiông-beh sit-thoân, ǹg-bāng ē-tàng ho̍k-chìn Tāi-bú-lóng cho̍k ê bûn-hòa.",https://www.peoplemedia.tw/news/cec2d1e1-dc40-48bf-b860-4c607b7e383c
【台語世界／錄音】秘密語言,"Kî-si̍t tī Tâi-oân kok-hâng-kok-gia̍p lóng-ú sio̍k-î in ka-tī ê gí-giân, mā ē-tàng kóng sī in-ê hâng-ōe. Chhiūⁿ thó-hái-lâng ū titám hî-á koa, bē chhù khan-kâu-á--ê, thô͘-chúi--ê, choh-sit-lâng, kàu choan-kūi ê sió-chiá lóng-ú in-ê pì-bi̍t gí-giân. Goán tông-o̍h sī khiā choan-kūi ê sió-chiá, tī 17,8 hòe ah i tō kà góa inchoan-kūi ê hâng-ōe ū nn̄g-khoán, li-li-ōe kap liông-choân-ōe, te̍k-sek kap kin-chio pê-á ōe kâng-khoán tō sī bô-ài hông thiaⁿ-ū in-ê pì-bi̍t koh khah chē sī leh khau-sé àu-kheh ê hêng-ûi.",https://www.peoplemedia.tw/news/cec2d1e1-dc40-48bf-b860-4c607b7e383c
【台語世界／錄音】秘密語言,"Pí-jū kóng “ hit-tùi bú-á-kiáⁿ tî-sok tàng-sng” in ē kóng “hit-li tùi-li bú-li á-li kiáⁿ-li chiok-li tàng-li sng-li”, to̍h-sī ta̍k jī āu-piah ka li che khah kan-tan. Nā liông-choân ōe to̍h-sī thâu chi̍t-jī āu-piah ka liông, it-ti̍t kàu chòe-āu chi̍t-jī ka chôa. Chiàu téng-bīn hit-kù ē piàn-chó “hit-liông tùi-liông bú-liông á-liông kiáⁿ-liông chiok-liông tàng-liông sng-chôa”.",https://www.peoplemedia.tw/news/cec2d1e1-dc40-48bf-b860-4c607b7e383c
【台語世界／錄音】秘密語言,"Góa siōng chia̍p iōng ê sī li-li ōe, sûi-sî thò-iōng koh kan-tan kàu-taⁿ iáu-koh chiok se̍k. Chóng--sī kòe-khì ê Tâi-oân-lâng bô gōng, gí-giân lêng-le̍k ê chhì-kek sī koan-kiàn, tī tōa-náu chhoân chi̍t-ê chhng-khò͘ khǹg, chi̍t-sì-lâng lóng bô-khó-lêng ka bē-kì, m̄-koh hiān-hóng si̍t-chāi hō͘ lâng hoan-ló Tâi-oân-lâng ê te̍k-sek phah bô-khì ah, bô gí-giân tō bô bûn-hòa ta̍k-ê ài sam-su.",https://www.peoplemedia.tw/news/cec2d1e1-dc40-48bf-b860-4c607b7e383c
【台語世界／錄音】秘密語言,讀hōo你聽：,https://www.peoplemedia.tw/news/cec2d1e1-dc40-48bf-b860-4c607b7e383c
台灣俚諺語新解—冬至在月頭，欲寒在年兜／未曾好額驚賊偷,"冬至在月頭，欲寒在年兜
Tang-tseh tī guh-thâu，bēh kûaⁿ tī nî-tau",https://www.peoplemedia.tw/news/5fa164f5-b351-4bac-9084-b1c06c4b4301
台灣俚諺語新解—冬至在月頭，欲寒在年兜／未曾好額驚賊偷,【暗示】氣候變化的自然規則。,https://www.peoplemedia.tw/news/5fa164f5-b351-4bac-9084-b1c06c4b4301
台灣俚諺語新解—冬至在月頭，欲寒在年兜／未曾好額驚賊偷,【註解】如果冬至在月初，天氣會冷也都在春節期間。年兜：春節期間。,https://www.peoplemedia.tw/news/5fa164f5-b351-4bac-9084-b1c06c4b4301
台灣俚諺語新解—冬至在月頭，欲寒在年兜／未曾好額驚賊偷,【例句】農諺「冬至在月頭，欲寒在年兜」，真的會這樣準嗎？,https://www.peoplemedia.tw/news/5fa164f5-b351-4bac-9084-b1c06c4b4301
台灣俚諺語新解—冬至在月頭，欲寒在年兜／未曾好額驚賊偷,我連續好幾年記載冬至是在月頭、月中旬、月下旬？結果確實發現，那一年的冬至在月初，那麼大寒總是在春節前後。由此證明，古代的人所傳承下來的生活經驗，都是珍貴的智慧。,https://www.peoplemedia.tw/news/5fa164f5-b351-4bac-9084-b1c06c4b4301
台灣俚諺語新解—冬至在月頭，欲寒在年兜／未曾好額驚賊偷,"未曾好額驚賊偷
Būe-tsîng hó-gi a̍h kian tsha̍t-thau",https://www.peoplemedia.tw/news/5fa164f5-b351-4bac-9084-b1c06c4b4301
台灣俚諺語新解—冬至在月頭，欲寒在年兜／未曾好額驚賊偷,【暗示】不切實際。,https://www.peoplemedia.tw/news/5fa164f5-b351-4bac-9084-b1c06c4b4301
台灣俚諺語新解—冬至在月頭，欲寒在年兜／未曾好額驚賊偷,【註解】未曾：從來沒有過。從來沒發過什麼財，卻害怕小偷來偷他的錢。,https://www.peoplemedia.tw/news/5fa164f5-b351-4bac-9084-b1c06c4b4301
台灣俚諺語新解—冬至在月頭，欲寒在年兜／未曾好額驚賊偷,【例句】卓昌欽這個傢伙，心思非常縝密，大賣場剛開張便訂了許多規則約束員工，例如規定所有員工的包包不得帶進公司裡，也就是要集中保管。,https://www.peoplemedia.tw/news/5fa164f5-b351-4bac-9084-b1c06c4b4301
台灣俚諺語新解—冬至在月頭，欲寒在年兜／未曾好額驚賊偷,「老闆為什麼不讓我們把包包帶進去？」,https://www.peoplemedia.tw/news/5fa164f5-b351-4bac-9084-b1c06c4b4301
台灣俚諺語新解—冬至在月頭，欲寒在年兜／未曾好額驚賊偷,楊組長回售貨員陳黃子說：「老闆怕我們把賣場的東西偷出去。」,https://www.peoplemedia.tw/news/5fa164f5-b351-4bac-9084-b1c06c4b4301
台灣俚諺語新解—冬至在月頭，欲寒在年兜／未曾好額驚賊偷,「怎有這種老闆！『未曾好額驚賊偷』？」,https://www.peoplemedia.tw/news/5fa164f5-b351-4bac-9084-b1c06c4b4301
台灣俚諺語新解—冬至在月頭，欲寒在年兜／未曾好額驚賊偷,本文擷自《台灣俚諺語-新解》（潘榮禮編著，前衛出版社）,https://www.peoplemedia.tw/news/5fa164f5-b351-4bac-9084-b1c06c4b4301
台灣俚諺語新解—加減趁𣍐散，加減抾著免借／加水加豆腐，加囝加新婦,"加減趁𣍐散，加減抾著免借
Ke-kiám thàn bē sàn，ke-kiám khioh tio̍h bián tsioh",https://www.peoplemedia.tw/news/ebc621f7-a9dc-4713-8db2-fbf0fda9b3b9
台灣俚諺語新解—加減趁𣍐散，加減抾著免借／加水加豆腐，加囝加新婦,【暗示】不要看不起小錢。,https://www.peoplemedia.tw/news/ebc621f7-a9dc-4713-8db2-fbf0fda9b3b9
台灣俚諺語新解—加減趁𣍐散，加減抾著免借／加水加豆腐，加囝加新婦,【註解】加減：多少，也就是或多或少。抾：撿。不管工錢多少，也都要做，這樣生活才不會更窮苦。撿火柴也一樣，不管多少，也都要撿回來，要燒飯時就不必去向人家借薪火。,https://www.peoplemedia.tw/news/ebc621f7-a9dc-4713-8db2-fbf0fda9b3b9
台灣俚諺語新解—加減趁𣍐散，加減抾著免借／加水加豆腐，加囝加新婦,【例句】江家兩兄弟經常成為鄰居的話題，老大江民欽工作勤勉，生活又節儉，雖然不是很富裕，但也過得去。老二江明欽卻眼高手低，非待遇高的工作不做，經常賦閒，生活捉襟見肘，日子過得很拮据，東借西借，挖東牆補西壁。所以鄰居提起他們，常說：「加減趁𣍐散，加減抾著免借。」,https://www.peoplemedia.tw/news/ebc621f7-a9dc-4713-8db2-fbf0fda9b3b9
台灣俚諺語新解—加減趁𣍐散，加減抾著免借／加水加豆腐，加囝加新婦,"加水加豆腐，加囝加新婦
Ke tsúi ke tāu-hū，Ke kiáⁿ ke sin-pū",https://www.peoplemedia.tw/news/ebc621f7-a9dc-4713-8db2-fbf0fda9b3b9
台灣俚諺語新解—加減趁𣍐散，加減抾著免借／加水加豆腐，加囝加新婦,【暗示】可做灌水解釋，也可當作增加人手。,https://www.peoplemedia.tw/news/ebc621f7-a9dc-4713-8db2-fbf0fda9b3b9
台灣俚諺語新解—加減趁𣍐散，加減抾著免借／加水加豆腐，加囝加新婦,【註解】加水：多放些水。加子：多兒子。新婦：媳婦。有了兒子，自然就會有媳婦可幫忙工作。,https://www.peoplemedia.tw/news/ebc621f7-a9dc-4713-8db2-fbf0fda9b3b9
台灣俚諺語新解—加減趁𣍐散，加減抾著免借／加水加豆腐，加囝加新婦,【例句】同年齡層的朋友，大都退休養老、遊山玩水，只有游桑夫婦倆，一直忙於廠內的工作，老朋友邀請他們出國觀光也都無法成行。,https://www.peoplemedia.tw/news/ebc621f7-a9dc-4713-8db2-fbf0fda9b3b9
台灣俚諺語新解—加減趁𣍐散，加減抾著免借／加水加豆腐，加囝加新婦,「不是我和老婆愛工作，」游桑無奈地說：「你們『加水加豆腐，加囝加新婦』，有人替代工作，而我們只生女兒，嫁一個少一雙手，工作永遠做不完。」,https://www.peoplemedia.tw/news/ebc621f7-a9dc-4713-8db2-fbf0fda9b3b9
台灣俚諺語新解—加減趁𣍐散，加減抾著免借／加水加豆腐，加囝加新婦,本文擷自《台灣俚諺語-新解》（潘榮禮編著，前衛出版社）,https://www.peoplemedia.tw/news/ebc621f7-a9dc-4713-8db2-fbf0fda9b3b9
【台語世界／錄音】美麗島40週年遊行kap祈禱~守台灣 護民主,台灣人ê政治覺醒，ùi 1920年代ê「台灣是台灣人ê台灣」開始，經過1947年ê「228屠殺」，到1979年先鎮後暴ê「美麗島事件」，攏總行beh 60年，才有真正ê認bat：「有抵抗才有人權、有行動才有主權」！,https://www.peoplemedia.tw/news/b93ebec2-4d60-401e-bb44-a56c8ff5a72e
【台語世界／錄音】美麗島40週年遊行kap祈禱~守台灣 護民主,Taⁿ，經過40年ê「政治文化維新」，咱有今á日ê民主、自由、文明kap法治。Hō͘全世界lú來lú肯定咱ê成就，mā lú來lú對咱有國際認同！M̄-kú 咱ê民主猶koh無kài在穩、自由hō͘人操弄、文明無夠理想、法治mā猶有真濟khang-phāng。Koh-khah恐怖--ê是，國內ê政黨竟然勾結對面ê敵人隨時beh kā咱拆食落腹！,https://www.peoplemedia.tw/news/b93ebec2-4d60-401e-bb44-a56c8ff5a72e
【台語世界／錄音】美麗島40週年遊行kap祈禱~守台灣 護民主,今年是美麗島事件40週年，台灣南社kap守護台灣大聯盟、台灣基督長老教會、台灣社等本土團體舉辦40週年遊行kap祈禱，mā有邀請真濟斯當時美麗島事件ê當事人來kā咱復習事件ê經過，包含總統府祕書長陳菊、前考試院長姚嘉文等等，kap來kā咱講應該按怎繼續保守咱ê主權kap民主自由！,https://www.peoplemedia.tw/news/b93ebec2-4d60-401e-bb44-a56c8ff5a72e
【台語世界／錄音】美麗島40週年遊行kap祈禱~守台灣 護民主,12月初7 下晡2點開始，tī高雄市中山路kap大同路口，捷運美麗島站2號出口。敬請大家食飽趁gâu早，樓頂招樓腳、阿母chhōa阿爸，相招來鬥鬧熱，守台灣、護民主！台灣出頭天！,https://www.peoplemedia.tw/news/b93ebec2-4d60-401e-bb44-a56c8ff5a72e
【台語世界／錄音】美麗島40週年遊行kap祈禱~守台灣 護民主,感謝！Ló͘-la̍t！An-chu-se。Malimali masalu！,https://www.peoplemedia.tw/news/b93ebec2-4d60-401e-bb44-a56c8ff5a72e
【台語世界／錄音】美麗島40週年遊行kap祈禱~守台灣 護民主,讀hōo你聽：,https://www.peoplemedia.tw/news/b93ebec2-4d60-401e-bb44-a56c8ff5a72e
台灣俚諺語新解—叫豬叫狗，不如家己走／四九問五十,"叫豬叫狗，不如家己走
Kiò ti kiò káu，put-jû ka-kī tsáu",https://www.peoplemedia.tw/news/39d5adc2-b16e-4384-93c8-ae0816f51268
台灣俚諺語新解—叫豬叫狗，不如家己走／四九問五十,【暗示】要靠自己。,https://www.peoplemedia.tw/news/39d5adc2-b16e-4384-93c8-ae0816f51268
台灣俚諺語新解—叫豬叫狗，不如家己走／四九問五十,【註解】叫豬叫狗指差遣別人。要叫他人代替，不如自己動手比較快。,https://www.peoplemedia.tw/news/39d5adc2-b16e-4384-93c8-ae0816f51268
台灣俚諺語新解—叫豬叫狗，不如家己走／四九問五十,【例句】叔叔自己DIY油漆房間，因為從來不曾自己動手油漆，所以叫侄兒拿松香油給他，侄兒卻拿刷子給他。侄兒後來被叫煩了，叫一聲便隨意拿一件給叔叔，讓叔叔越來越氣，最後從梯子上下來，自言自語地說：「叫豬叫狗，不如家己走。」,https://www.peoplemedia.tw/news/39d5adc2-b16e-4384-93c8-ae0816f51268
